Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Phosphatidylinositol Biosynthetic Process (GO:0006661)	4/98	8.815275e-02	6.148641e-01	0	0	2.455658e+00	5.964018e+00	CDS1;HYCC2;PIGA;SOCS6
GO_Biological_Process_2023	Axon Development (GO:0061564)	4/99	9.069105e-02	6.148641e-01	0	0	2.429685e+00	5.831964e+00	SHTN1;SLITRK4;S100B;ZDHHC17
GO_Biological_Process_2023	Regulation Of Potassium Ion Transport (GO:0043266)	2/30	9.320531e-02	6.148641e-01	0	0	4.111646e+00	9.756734e+00	KCNIP4;KCNA5
GO_Biological_Process_2023	Regulation Of Vasculature Development (GO:1901342)	2/30	9.320531e-02	6.148641e-01	0	0	4.111646e+00	9.756734e+00	GPNMB;PDCD10
GO_Biological_Process_2023	Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315)	2/30	9.320531e-02	6.148641e-01	0	0	4.111646e+00	9.756734e+00	WASHC4;WASHC2A
GO_Biological_Process_2023	Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)	2/30	9.320531e-02	6.148641e-01	0	0	4.111646e+00	9.756734e+00	PDCD10;PTGS2
GO_Biological_Process_2023	Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)	3/63	9.379803e-02	6.148641e-01	0	0	2.881912e+00	6.820365e+00	RRM2B;ADAMTS1;STOX1
GO_Biological_Process_2023	Protein Localization To Cell Periphery (GO:1990778)	5/142	9.788300e-02	6.148641e-01	0	0	2.107718e+00	4.898300e+00	HYCC2;ROCK1;PTCH1;FCHO2;KCNIP4
GO_Biological_Process_2023	Activation Of GTPase Activity (GO:0090630)	4/102	9.851297e-02	6.148641e-01	0	0	2.354946e+00	5.457744e+00	SYDE2;TBC1D8B;RASGRF1;ECT2
GO_Biological_Process_2023	Regulation Of Protein Secretion (GO:0050708)	4/102	9.851297e-02	6.148641e-01	0	0	2.354946e+00	5.457744e+00	IFNG;CYP51A1;KCNA5;EXPH5
GO_Biological_Process_2023	Leukocyte Cell-Cell Adhesion (GO:0007159)	2/31	9.854651e-02	6.148641e-01	0	0	3.969663e+00	9.198610e+00	VCAM1;ROCK1
GO_Biological_Process_2023	Negative Regulation Of DNA Biosynthetic Process (GO:2000279)	2/31	9.854651e-02	6.148641e-01	0	0	3.969663e+00	9.198610e+00	TENM1;DCP2
GO_Biological_Process_2023	Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087)	2/31	9.854651e-02	6.148641e-01	0	0	3.969663e+00	9.198610e+00	ADAMTS1;STOX1
GO_Biological_Process_2023	Positive Regulation Of Glucose Transmembrane Transport (GO:0010828)	2/31	9.854651e-02	6.148641e-01	0	0	3.969663e+00	9.198610e+00	OSBPL8;SORBS1
GO_Biological_Process_2023	Receptor Signaling Pathway Via STAT (GO:0097696)	2/31	9.854651e-02	6.148641e-01	0	0	3.969663e+00	9.198610e+00	IFNG;SOCS6
GO_Biological_Process_2023	SA Node Cell Action Potential (GO:0086015)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	KCNA5
GO_Biological_Process_2023	Regulation Of Myosin-Light-Chain-Phosphatase Activity (GO:0035507)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	ROCK1
GO_Biological_Process_2023	Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	DSP
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Apoptotic Process (GO:1905459)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	E2F3
GO_Biological_Process_2023	Desmosome Organization (GO:0002934)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	DSP
GO_Biological_Process_2023	Ribosome-Associated Ubiquitin-Dependent Protein Catabolic Process (GO:1990116)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	LTN1
GO_Biological_Process_2023	Substrate-Dependent Cell Migration, Cell Extension (GO:0006930)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	SHTN1
GO_Biological_Process_2023	Synaptic Signaling (GO:0099536)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	DTNA
GO_Biological_Process_2023	Glycogen Catabolic Process (GO:0005980)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	RB1CC1
GO_Biological_Process_2023	Histone H2A-K119 Monoubiquitination (GO:0036353)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	PCGF6
GO_Biological_Process_2023	Intraciliary Transport Involved In Cilium Assembly (GO:0035735)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	IFT81
GO_Biological_Process_2023	Lymphoid Progenitor Cell Differentiation (GO:0002320)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	LIG4
GO_Biological_Process_2023	Membrane Invagination (GO:0010324)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	FCHO2
GO_Biological_Process_2023	Negative Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000562)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	TWSG1
GO_Biological_Process_2023	Negative Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903588)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	PDCD10
GO_Biological_Process_2023	Negative Regulation Of Cardiocyte Differentiation (GO:1905208)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	FZD7
GO_Biological_Process_2023	Negative Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051045)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	ROCK1
GO_Biological_Process_2023	Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070431)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	LACC1
GO_Biological_Process_2023	Positive Regulation Of Amyloid-Beta Clearance (GO:1900223)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	ROCK1
GO_Biological_Process_2023	Positive Regulation Of Cell Killing (GO:0031343)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	IFNG
GO_Biological_Process_2023	Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	PMAIP1
GO_Biological_Process_2023	Positive Regulation Of Interleukin-23 Production (GO:0032747)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	IFNG
GO_Biological_Process_2023	Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031666)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	SASH1
GO_Biological_Process_2023	Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	PTGS2
GO_Biological_Process_2023	Regulation Of Anion Channel Activity (GO:0010359)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	TCAF1
GO_Biological_Process_2023	Regulation Of Atrial Cardiac Muscle Cell Membrane Repolarization (GO:0060372)	1/6	9.859924e-02	6.148641e-01	0	0	1.149240e+01	2.662434e+01	KCNA5
GO_Biological_Process_2023	Negative Regulation Of Multicellular Organismal Process (GO:0051241)	7/231	1.036936e-01	6.148641e-01	0	0	1.807385e+00	4.096102e+00	TWSG1;GPNMB;IFNG;NFIB;PTCH1;CYP51A1;SMAD6
GO_Biological_Process_2023	Mitochondrial Membrane Organization (GO:0007006)	2/32	1.039715e-01	6.148641e-01	0	0	3.837146e+00	8.685911e+00	APOOL;PMAIP1
GO_Biological_Process_2023	Negative Regulation Of Osteoblast Differentiation (GO:0045668)	2/32	1.039715e-01	6.148641e-01	0	0	3.837146e+00	8.685911e+00	PTCH1;SMAD6
GO_Biological_Process_2023	Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019)	2/32	1.039715e-01	6.148641e-01	0	0	3.837146e+00	8.685911e+00	CACNB4;CABP5
GO_Biological_Process_2023	Cellular Response To BMP Stimulus (GO:0071773)	3/66	1.042249e-01	6.148641e-01	0	0	2.744258e+00	6.205327e+00	USP9Y;INHBB;SMAD6
GO_Biological_Process_2023	Positive Regulation Of Protein Kinase Activity (GO:0045860)	5/145	1.045805e-01	6.148641e-01	0	0	2.062236e+00	4.656113e+00	IFNG;PDCD10;SPDYA;ECT2;STOX1
GO_Biological_Process_2023	Axonogenesis (GO:0007409)	6/188	1.054290e-01	6.148641e-01	0	0	1.905142e+00	4.286032e+00	SHTN1;SEMA3C;SLITRK4;B4GALT6;S100B;ZDHHC17
GO_Biological_Process_2023	Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)	4/105	1.066379e-01	6.148641e-01	0	0	2.284646e+00	5.113760e+00	PDCD10;FZD7;TPD52L1;SASH1
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway (GO:0097191)	3/67	1.077982e-01	6.148641e-01	0	0	2.701241e+00	6.016998e+00	IFI27;IFNG;BCL2A1
GO_Biological_Process_2023	Actin Filament Bundle Assembly (GO:0051017)	2/33	1.094759e-01	6.148641e-01	0	0	3.713178e+00	8.213739e+00	EPS8;FSCN3
GO_Biological_Process_2023	Actin Filament Bundle Organization (GO:0061572)	2/33	1.094759e-01	6.148641e-01	0	0	3.713178e+00	8.213739e+00	EPS8;FSCN3
GO_Biological_Process_2023	Positive Regulation Of Chromosome Organization (GO:2001252)	2/33	1.094759e-01	6.148641e-01	0	0	3.713178e+00	8.213739e+00	NCAPG;LIG4
GO_Biological_Process_2023	Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)	2/33	1.094759e-01	6.148641e-01	0	0	3.713178e+00	8.213739e+00	TCAF1;IFNG
GO_Biological_Process_2023	Positive Regulation Of Small Molecule Metabolic Process (GO:0062013)	2/33	1.094759e-01	6.148641e-01	0	0	3.713178e+00	8.213739e+00	IFNG;PMAIP1
GO_Biological_Process_2023	Regulation Of Amyloid-Beta Formation (GO:1902003)	2/33	1.094759e-01	6.148641e-01	0	0	3.713178e+00	8.213739e+00	ROCK1;IFNG
GO_Biological_Process_2023	Positive Regulation Of Autophagy (GO:0010508)	4/107	1.122179e-01	6.148641e-01	0	0	2.240055e+00	4.899700e+00	IFNG;ROCK1;RB1CC1;TRIM23
GO_Biological_Process_2023	Regulation Of Chromosome Condensation (GO:0060623)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	NCAPG
GO_Biological_Process_2023	Regulation Of Cytoplasmic Translational Elongation (GO:1900247)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	DPH6
GO_Biological_Process_2023	DNA Ligation (GO:0006266)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	LIG4
GO_Biological_Process_2023	Regulation Of Dopamine Receptor Signaling Pathway (GO:0060159)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	PALM
GO_Biological_Process_2023	Regulation Of Lipoprotein Metabolic Process (GO:0050746)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	RB1CC1
GO_Biological_Process_2023	Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007197)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	CHRM5
GO_Biological_Process_2023	Amino-Acid Betaine Transport (GO:0015838)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	SLC6A20
GO_Biological_Process_2023	Atrial Cardiac Muscle Cell To AV Node Cell Signaling (GO:0086026)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	KCNA5
GO_Biological_Process_2023	Axon Ensheathment In Central Nervous System (GO:0032291)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	B4GALT6
GO_Biological_Process_2023	Cellular Response To Leptin Stimulus (GO:0044320)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	LEPR
GO_Biological_Process_2023	Regulation Of Transcription From RNA Polymerase II Promoter In Response To Hypoxia (GO:0061418)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	STOX1
GO_Biological_Process_2023	Cellular Response To Potassium Ion (GO:0035865)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	NEK7
GO_Biological_Process_2023	Collecting Duct Development (GO:0072044)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	PTCH1
GO_Biological_Process_2023	Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA (GO:0000290)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	DCP2
GO_Biological_Process_2023	Response To Potassium Ion (GO:0035864)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	NEK7
GO_Biological_Process_2023	siRNA Processing (GO:0030422)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	TSNAX
GO_Biological_Process_2023	Single Strand Break Repair (GO:0000012)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	LIG4
GO_Biological_Process_2023	Establishment Of Golgi Localization (GO:0051683)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	PDCD10
GO_Biological_Process_2023	Histone Lysine Demethylation (GO:0070076)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	JMJD1C
GO_Biological_Process_2023	Lactate Metabolic Process (GO:0006089)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	LDHC
GO_Biological_Process_2023	Mitral Valve Development (GO:0003174)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	SMAD6
GO_Biological_Process_2023	Myoblast Migration (GO:0051451)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	ROCK1
GO_Biological_Process_2023	Negative Regulation Of DNA-templated DNA Replication (GO:2000104)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	TIPIN
GO_Biological_Process_2023	Negative Regulation Of Amyloid-Beta Clearance (GO:1900222)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	IFNG
GO_Biological_Process_2023	Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	PMAIP1
GO_Biological_Process_2023	Neuron Projection Arborization (GO:0140058)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	ROCK1
GO_Biological_Process_2023	Phosphatidylserine Acyl-Chain Remodeling (GO:0036150)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	OSBPL8
GO_Biological_Process_2023	Positive Regulation Of Chromosome Condensation (GO:1905821)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	NCAPG
GO_Biological_Process_2023	Positive Regulation Of Steroid Biosynthetic Process (GO:0010893)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	IFNG
GO_Biological_Process_2023	Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)	1/7	1.140629e-01	6.148641e-01	0	0	9.576511e+00	2.079066e+01	TWSG1
GO_Biological_Process_2023	Cellular Response To Hydrogen Peroxide (GO:0070301)	2/34	1.150553e-01	6.148641e-01	0	0	3.596957e+00	7.777854e+00	CYP1B1;ECT2
GO_Biological_Process_2023	Glial Cell Differentiation (GO:0010001)	2/34	1.150553e-01	6.148641e-01	0	0	3.596957e+00	7.777854e+00	EGR2;NFIB
GO_Biological_Process_2023	Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)	2/34	1.150553e-01	6.148641e-01	0	0	3.596957e+00	7.777854e+00	IFNG;PMAIP1
GO_Biological_Process_2023	Neuron Development (GO:0048666)	5/150	1.162307e-01	6.148641e-01	0	0	1.990614e+00	4.284156e+00	TENM1;ROCK1;RASGRF1;B4GALT6;HDGFL3
GO_Biological_Process_2023	Cell-Matrix Adhesion (GO:0007160)	4/109	1.179249e-01	6.148641e-01	0	0	2.197163e+00	4.696890e+00	COL17A1;VCAM1;SORBS1;NID2
GO_Biological_Process_2023	Positive Regulation Of Cell Development (GO:0010720)	2/35	1.207056e-01	6.148641e-01	0	0	3.487781e+00	7.374567e+00	IFNG;LIG4
GO_Biological_Process_2023	Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389)	2/35	1.207056e-01	6.148641e-01	0	0	3.487781e+00	7.374567e+00	RRM2B;STOX1
GO_Biological_Process_2023	Cilium Assembly (GO:0060271)	7/243	1.257724e-01	6.148641e-01	0	0	1.714424e+00	3.554484e+00	FAM161A;IFT81;DNAAF11;SNX10;PIBF1;CEP290;KIF27
GO_Biological_Process_2023	Cellular Response To Hypoxia (GO:0071456)	3/72	1.263507e-01	6.148641e-01	0	0	2.504859e+00	5.181788e+00	PMAIP1;PTGS2;STOX1
GO_Biological_Process_2023	Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	3/72	1.263507e-01	6.148641e-01	0	0	2.504859e+00	5.181788e+00	TWSG1;USP9Y;SMAD6
GO_Biological_Process_2023	Negative Regulation Of Cell Adhesion (GO:0007162)	3/72	1.263507e-01	6.148641e-01	0	0	2.504859e+00	5.181788e+00	FZD7;CYP1B1;ADAM10
GO_Biological_Process_2023	Regulation Of Glucose Import (GO:0046324)	2/36	1.264228e-01	6.148641e-01	0	0	3.385027e+00	7.000654e+00	OSBPL8;SORBS1
GO_Biological_Process_2023	Receptor Signaling Pathway Via JAK-STAT (GO:0007259)	2/36	1.264228e-01	6.148641e-01	0	0	3.385027e+00	7.000654e+00	IFNG;SOCS6
GO_Biological_Process_2023	Anterograde Trans-Synaptic Signaling (GO:0098916)	6/199	1.283125e-01	6.148641e-01	0	0	1.795544e+00	3.686767e+00	GABRR2;DTNA;CACNB4;HOMER1;CHRM5;HTR3A
GO_Biological_Process_2023	Cdc42 Protein Signal Transduction (GO:0032488)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	SHTN1
GO_Biological_Process_2023	DNA Cytosine Deamination (GO:0070383)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	APOBEC3B
GO_Biological_Process_2023	Regulation Of Dendritic Spine Maintenance (GO:1902950)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	HOMER1
GO_Biological_Process_2023	Regulation Of Endothelial Cell Development (GO:1901550)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	ROCK1
GO_Biological_Process_2023	Regulation Of Epidermis Development (GO:0045682)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	SGPP1
GO_Biological_Process_2023	Regulation Of Interleukin-23 Production (GO:0032667)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	IFNG
GO_Biological_Process_2023	Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	USP44
GO_Biological_Process_2023	Regulation Of Nuclear Cell Cycle DNA Replication (GO:0033262)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	TIPIN
GO_Biological_Process_2023	Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	DSP
GO_Biological_Process_2023	Commissural Neuron Axon Guidance (GO:0071679)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	NFIB
GO_Biological_Process_2023	Cyclooxygenase Pathway (GO:0019371)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	PTGS2
GO_Biological_Process_2023	Response To Leptin (GO:0044321)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	LEPR
GO_Biological_Process_2023	Sequestering Of Actin Monomers (GO:0042989)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	TWF1
GO_Biological_Process_2023	Skin Morphogenesis (GO:0043589)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	ERRFI1
GO_Biological_Process_2023	Somatic Recombination Of Immunoglobulin Gene Segments (GO:0016447)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	LIG4
GO_Biological_Process_2023	Somite Development (GO:0061053)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	PTCH1
GO_Biological_Process_2023	Exonucleolytic Trimming Involved In rRNA Processing (GO:0000459)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	ERI2
GO_Biological_Process_2023	Exonucleolytic Trimming To Generate Mature 3'-End Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	ERI2
GO_Biological_Process_2023	Glucosamine-Containing Compound Catabolic Process (GO:1901072)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	CHIT1
GO_Biological_Process_2023	Ubiquitin-Dependent Protein Catabolic Process Via The C-end Degron Rule Pathway (GO:0140627)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	KLHDC1
GO_Biological_Process_2023	Leptin-Mediated Signaling Pathway (GO:0033210)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	LEPR
GO_Biological_Process_2023	Negative Regulation Of Membrane Potential (GO:0045837)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	PMAIP1
GO_Biological_Process_2023	Negative Regulation Of Mitotic Nuclear Division (GO:0045839)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	USP44
GO_Biological_Process_2023	Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	USP44
GO_Biological_Process_2023	Nucleoside Diphosphate Metabolic Process (GO:0009132)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	RRM2B
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Proliferation Involved In Wound Healing (GO:0060054)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	FZD7
GO_Biological_Process_2023	Proline Transport (GO:0015824)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	SLC6A20
GO_Biological_Process_2023	Proteasome Assembly (GO:0043248)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	OTUD6B
GO_Biological_Process_2023	Pyrimidine-Containing Compound Metabolic Process (GO:0072527)	1/8	1.292620e-01	6.148641e-01	0	0	8.208020e+00	1.679290e+01	SLC19A2
GO_Biological_Process_2023	Regulation Of Rho Protein Signal Transduction (GO:0035023)	3/73	1.301910e-01	6.148641e-01	0	0	2.468950e+00	5.033578e+00	EPS8;PDCD10;LPAR1
GO_Biological_Process_2023	Aortic Valve Morphogenesis (GO:0003180)	2/37	1.322028e-01	6.148641e-01	0	0	3.288144e+00	6.653290e+00	ROCK1;SMAD6
GO_Biological_Process_2023	Axonemal Dynein Complex Assembly (GO:0070286)	2/37	1.322028e-01	6.148641e-01	0	0	3.288144e+00	6.653290e+00	DNAAF11;SPAG1
GO_Biological_Process_2023	Positive Regulation Of Exocytosis (GO:0045921)	2/37	1.322028e-01	6.148641e-01	0	0	3.288144e+00	6.653290e+00	IFNG;EXPH5
GO_Biological_Process_2023	Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)	2/37	1.322028e-01	6.148641e-01	0	0	3.288144e+00	6.653290e+00	CYP1B1;PIBF1
GO_Biological_Process_2023	Regulation Of MAP Kinase Activity (GO:0043405)	4/114	1.327259e-01	6.148641e-01	0	0	2.096755e+00	4.234332e+00	TENM1;PDCD10;PDGFC;TPD52L1
GO_Biological_Process_2023	Regulation Of BMP Signaling Pathway (GO:0030510)	3/75	1.379930e-01	6.148641e-01	0	0	2.400123e+00	4.753568e+00	TWSG1;LEMD3;SMAD6
GO_Biological_Process_2023	Regulation Of Protein Import Into Nucleus (GO:0042306)	2/38	1.380420e-01	6.148641e-01	0	0	3.196644e+00	6.329986e+00	IFNG;ECT2
GO_Biological_Process_2023	Protein Processing (GO:0016485)	4/117	1.419549e-01	6.148641e-01	0	0	2.040776e+00	3.984096e+00	THBD;PTCH1;ADAM10;PHEX
GO_Biological_Process_2023	Regulation Of Mitochondrial Membrane Potential (GO:0051881)	2/39	1.439365e-01	6.148641e-01	0	0	3.110090e+00	6.028545e+00	PMAIP1;STOX1
